ID Artículo	ID Sub-Categoria	Producto	 PrecioUnitario 	 CostoUnitario 
TEC-PH-10003325	SUB_CAT-30	Samsung Speaker Phone, with Caller ID	 $123,24 	 $115,86 
FUR-CH-10002091	SUB_CAT-20	Harbour Creations Swivel Stool, Set of Two	 $182,37 	 $120,39 
TEC-AC-10003947	SUB_CAT-10	SanDisk Keyboard, Bluetooth	 $81,48 	 $57,87 
FUR-BO-10003199	SUB_CAT-100	Bush Classic Bookcase, Mobile	 $276,80 	 $171,62 
TEC-PH-10001884	SUB_CAT-30	Nokia Office Telephone, Full Size	 $66,42 	 $63,78 
OFF-ST-10000622	SUB_CAT-110	Rogers File CArte, Single Width	 $142,08 	 $130,74 
TEC-CO-10003516	SUB_CAT-40	Sharp Ink, High-Speed	 $122,61 	 $112,83 
TEC-AC-10000844	SUB_CAT-10	Logitech Gaming G510s - Keyboard	 $84,99 	 $54,39 
FUR-BEV-10002369	SUB_CAT-50	Bevis Training Table, Fully Assembled	 $336,45 	 $292,74 
TEC-CO-10001087	SUB_CAT-40	Hewlett Ink, Laser	 $99,12 	 $80,30 
FUR-FU-10003708	SUB_CAT-120	"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""	 $60,65 	 $47,91 
FUR-TA-10000317	SUB_CAT-50	Barricks Computer Table, Fully Assembled	 $319,54 	 $172,56 
FUR-CH-10004289	SUB_CAT-20	Global Super Steno Chair	 $95,98 	 $79,66 
FUR-CH-10004009	SUB_CAT-20	SAFCO Rocking Chair, Set of Two	 $137,16 	 $105,63 
TEC-CO-10001487	SUB_CAT-40	Canon Ink, Digital	 $146,79 	 $130,65 
OFF-AR-10002671	SUB_CAT-130	Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige	 $173,91 	 $125,22 
OFF-HAM-10004122	SUB_CAT-80	Hamilton Beach Microwave, Silver	 $283,26 	 $274,77 
FUR-TA-10002611	SUB_CAT-50	Barricks Computer Table, with Bottom Almacenamiento	 $320,02 	 $297,62 
TEC-CO-10002578	SUB_CAT-40	Canon Copy Machine, Laser	 $262,14 	 $196,62 
FUR-HON-10004137	SUB_CAT-20	Hon Rocking Chair, Set of Two	 $132,87 	 $94,35 
FUR-CH-10001871	SUB_CAT-20	Harbour Creations Steel Folding Chair, Set of Two	 $100,14 	 $94,14 
FUR-CH-10002126	SUB_CAT-20	Hon Deluxe Fabric Upholstered Stacking Sillas	 $243,98 	 $175,67 
FUR-BO-10003106	SUB_CAT-100	Sauder Corner Shelving, Metal	 $97,84 	 $79,26 
TEC-STA-10003081	SUB_CAT-90	StArteech Phone, White	 $72,93 	 $43,05 
FUR-FU-10002539	SUB_CAT-120	Tenex Clock, Erganomic	 $48,87 	 $26,88 
OFF-AP-10003559	SUB_CAT-80	Hamilton Beach Stove, Red	 $361,56 	 $318,18 
TEC-MA-10001290	SUB_CAT-90	Panasonic Printer, White	 $176,60 	 $116,56 
OFF-AP-10000938	SUB_CAT-80	Avanti 1.7 Cu. Ft. Refrigerator	 $100,98 	 $72,71 
FUR-TA-10000222	SUB_CAT-50	Bevis Training Table, Adjustable Height	 $337,17 	 $205,68 
FUR-TA-10002341	SUB_CAT-50	Barricks Computer Table, Fully Assembled	 $479,31 	 $349,92 
TEC-OKI-10000616	SUB_CAT-90	Okidata Card Printer, Durable	 $175,95 	 $161,88 
TEC-AC-10001552	SUB_CAT-10	Logitech K350 2.4Ghz Wireless Keyboard	 $49,77 	 $44,30 
FUR-TA-10001539	SUB_CAT-50	Chromcraft Rectangular Conference Mesas	 $236,97 	 $180,10 
TEC-AC-10001254	SUB_CAT-10	Enermax Memory Card, Programmable	 $115,89 	 $70,71 
OFF-EN-10002924	SUB_CAT-150	GlobeWeis Interoffice Envelope, Security-Tint	 $50,22 	 $47,22 
FUR-DAN-10002028	SUB_CAT-100	Dania Classic Bookcase, Mobile	 $413,28 	 $338,91 
FUR-CH-10003392	SUB_CAT-20	Novimex Steel Folding Chair, Red	 $54,82 	 $54,82 
FUR-TA-10002797	SUB_CAT-50	Chromcraft Round Table, Adjustable Height	 $469,29 	 $281,58 
FUR-BO-10003386	SUB_CAT-100	Sauder 3-Shelf Cabinet, Mobile	 $169,20 	 $101,52 
FUR-CH-10002970	SUB_CAT-20	Harbour Creations Chairmat, Black	 $69,57 	 $54,99 
TEC-PH-10002152	SUB_CAT-30	Apple Headset, Cordless	 $76,11 	 $52,53 
OFF-AR-10004519	SUB_CAT-130	Boston Canvas, Fluorescent	 $54,90 	 $45,03 
TEC-PH-10001640	SUB_CAT-30	Motorola Office Telephone, Full Size	 $73,05 	 $43,11 
FUR-CH-10002555	SUB_CAT-20	Novimex Rocking Chair, Black	 $86,00 	 $56,76 
OFF-ST-10002538	SUB_CAT-110	Rogers File CArte, Single Width	 $82,43 	 $51,78 
FUR-TA-10001307	SUB_CAT-50	SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black	 $349,45 	 $223,65 
TEC-CO-10000344	SUB_CAT-40	Hewlett Copy Machine, Color	 $174,58 	 $136,18 
TEC-CO-10002523	SUB_CAT-40	Hewlett Personal Copier, Laser	 $96,18 	 $56,76 
FUR-TA-10001930	SUB_CAT-50	Bevis Computer Table, with Bottom Almacenamiento	 $331,14 	 $231,80 
FUR-BO-10004441	SUB_CAT-100	Ikea Library with Doors, Metal	 $241,90 	 $210,46 
TEC-PH-10002218	SUB_CAT-30	Apple Speaker Phone, Cordless	 $84,10 	 $80,74 
TEC-MA-10001727	SUB_CAT-90	Konica Receipt Printer, Wireless	 $122,25 	 $112,47 
FUR-BO-10002782	SUB_CAT-100	Safco Corner Shelving, Traditional	 $99,64 	 $54,82 
OFF-ST-10004754	SUB_CAT-110	Fellowes Lockers, Single Width	 $138,24 	 $105,08 
TEC-PH-10004437	SUB_CAT-30	Cisco Speaker Phone, with Caller ID	 $92,32 	 $56,32 
OFF-CUI-10002269	SUB_CAT-80	CuisinArte Refrigerator, Red	 $496,08 	 $372,06 
FUR-CH-10004218	SUB_CAT-20	Global Fabric Manager's Chair, Dark Gray	 $100,98 	 $75,74 
OFF-EN-10002723	SUB_CAT-150	Cameo Interoffice Envelope, with clear poly window	 $50,97 	 $48,45 
OFF-SU-10004848	SUB_CAT-70	Kleencut Shears, High Speed	 $46,77 	 $41,64 
TEC-AC-10003159	SUB_CAT-10	SanDisk Router, USB	 $171,04 	 $133,42 
TEC-AC-10004317	SUB_CAT-10	SanDisk Numeric Keypad, USB	 $53,16 	 $36,15 
TEC-MA-10000742	SUB_CAT-90	Konica Inkjet, White	 $310,59 	 $239,16 
FUR-SAU-10000893	SUB_CAT-100	Sauder Stackable Bookrack, Mobile	 $146,82 	 $104,25 
FUR-SAU-10003872	SUB_CAT-100	Sauder Floating Shelf Set, Pine	 $195,93 	 $150,87 
TEC-CO-10000135	SUB_CAT-40	HP Wireless Fax, High-Speed	 $238,94 	 $227,00 
OFF-ST-10003907	SUB_CAT-110	Rogers Shelving, Wire Frame	 $61,20 	 $43,47 
TEC-CIS-10003017	SUB_CAT-30	Cisco Signal Booster, with Caller ID	 $151,83 	 $113,88 
FUR-FU-10001447	SUB_CAT-120	Eldon Stacking Tray, Duo Pack	 $31,56 	 $29,04 
FUR-BO-10001646	SUB_CAT-100	Safco Corner Shelving, Metal	 $163,87 	 $99,52 
TEC-PH-10004028	SUB_CAT-30	Apple Headset, Full Size	 $74,55 	 $61,89 
OFF-AP-10003568	SUB_CAT-80	Hoover Stove, Black	 $567,90 	 $306,69 
TEC-CO-10002404	SUB_CAT-40	HP Fax Machine, Color	 $200,92 	 $200,92 
TEC-PH-10004959	SUB_CAT-30	Classic Ivory Antique Telephone ZL1810	 $136,93 	 $83,63 
TEC-AC-10002402	SUB_CAT-10	Razer Kraken PRO Over Ear PC and Music Headset	 $79,99 	 $55,99 
OFF-EAT-10002122	SUB_CAT-140	Eaton Cards & Sobres, 8.5 x 11	 $47,25 	 $34,58 
TEC-STA-10003925	SUB_CAT-90	StArteech Card Printer, Durable	 $163,62 	 $122,73 
TEC-AC-10000712	SUB_CAT-10	Enermax Router, Programmable	 $259,83 	 $153,30 
FUR-CH-10002653	SUB_CAT-20	Office Star Rocking Chair, Adjustable	 $95,60 	 $76,48 
OFF-ST-10003020	SUB_CAT-110	Tenex Lockers, Industrial	 $204,63 	 $153,48 
OFF-ST-10001554	SUB_CAT-110	Eldon Folders, Industrial	 $75,80 	 $62,80 
FUR-TA-10002172	SUB_CAT-50	Hon Conference Table, Rectangular	 $919,05 	 $523,86 
FUR-RUB-10003724	SUB_CAT-120	Rubbermaid Frame, Duo Pack	 $109,95 	 $97,86 
OFF-ST-10003282	SUB_CAT-110	Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers	 $43,10 	 $31,70 
OFF-ST-10000142	SUB_CAT-110	Deluxe Rollaway Locking File with Drawer	 $415,88 	 $299,43 
FUR-BO-10000362	SUB_CAT-100	Sauder Inglewood Library Estanterías	 $170,98 	 $131,65 
TEC-CO-10002586	SUB_CAT-40	Brother Ink, Color	 $99,16 	 $67,44 
TEC-MA-10002780	SUB_CAT-90	Okidata Inkjet, Wireless	 $314,22 	 $175,98 
TEC-PH-10002127	SUB_CAT-30	Cisco SmArte Phone, Cordless	 $434,32 	 $421,30 
FUR-FU-10004876	SUB_CAT-120	Eldon Frame, Erganomic	 $114,87 	 $99,96 
OFF-AP-10003800	SUB_CAT-80	Hoover Microwave, Silver	 $214,43 	 $124,30 
TEC-MA-10000605	SUB_CAT-90	Epson Card Printer, Wireless	 $169,95 	 $129,18 
FUR-CH-10003836	SUB_CAT-20	Harbour Creations Rocking Chair, Red	 $147,09 	 $108,87 
FUR-CH-10000432	SUB_CAT-20	Harbour Creations Swivel Stool, Adjustable	 $182,61 	 $171,66 
FUR-OFF-10004824	SUB_CAT-20	Office Star Swivel Stool, Set of Two	 $176,19 	 $123,36 
FUR-FU-10000368	SUB_CAT-120	Deflect-O Frame, Durable	 $107,07 	 $63,18 
TEC-MA-10000334	SUB_CAT-90	Panasonic Printer, Wireless	 $266,49 	 $149,25 
OFF-BRE-10003295	SUB_CAT-80	Breville Microwave, Red	 $301,71 	 $274,56 
TEC-PH-10000070	SUB_CAT-30	Nokia Headset, with Caller ID	 $73,11 	 $64,35 
OFF-AP-10001692	SUB_CAT-80	KitchenAid Stove, Black	 $569,58 	 $381,63 
FUR-CH-10004584	SUB_CAT-20	Office Star Steel Folding Chair, Set of Two	 $93,96 	 $53,58 
TEC-AC-10002001	SUB_CAT-10	Logitech Wireless Gaming Headset G930	 $159,99 	 $100,79 
FUR-CH-10003551	SUB_CAT-20	Hon Swivel Stool, Black	 $161,22 	 $83,85 
FUR-TA-10001289	SUB_CAT-50	Lesro Conference Table, Fully Assembled	 $572,70 	 $400,90 
OFF-ELD-10002297	SUB_CAT-110	Eldon Lockers, Blue	 $197,91 	 $178,14 
TEC-MA-10004023	SUB_CAT-90	Konica Phone, Wireless	 $86,19 	 $45,69 
TEC-SAM-10000613	SUB_CAT-30	Samsung Speaker Phone, with Caller ID	 $123,24 	 $115,86 
TEC-PH-10003075	SUB_CAT-30	Samsung Signal Booster, Full Size	 $137,88 	 $135,15 
TEC-AC-10003327	SUB_CAT-10	Logitech Keyboard, Erganomic	 $70,26 	 $63,96 
FUR-CH-10003761	SUB_CAT-20	Global Italian Leather Office Chair	 $130,98 	 $95,62 
TEC-PH-10002602	SUB_CAT-30	Nokia Headset, Cordless	 $75,96 	 $43,32 
OFF-ST-10003528	SUB_CAT-110	Fellowes Folders, Wire Frame	 $25,47 	 $24,48 
TEC-PH-10003012	SUB_CAT-30	Nortel Meridian M3904 Professional Digital phone	 $153,99 	 $109,33 
TEC-MA-10003280	SUB_CAT-90	Panasonic Receipt Printer, White	 $119,31 	 $77,58 
OFF-AP-10000003	SUB_CAT-80	KitchenAid Refrigerator, White	 $526,08 	 $263,04 
TEC-MA-10001831	SUB_CAT-90	Konica Card Printer, Durable	 $175,29 	 $164,79 
TEC-PH-10004048	SUB_CAT-30	Apple Audio Dock, Full Size	 $112,12 	 $99,80 
FUR-BO-10004080	SUB_CAT-100	Ikea Stackable Bookrack, Traditional	 $122,58 	 $77,25 
OFF-AP-10001876	SUB_CAT-80	Hoover Coffee Grinder, Silver	 $46,36 	 $24,12 
OFF-ST-10003641	SUB_CAT-110	Fellowes Trays, Wire Frame	 $62,04 	 $51,08 
TEC-PH-10003484	SUB_CAT-30	Ooma Telo VoIP Home Phone System	 $125,99 	 $94,49 
OFF-ST-10002756	SUB_CAT-110	"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"	 $135,31 	 $133,96 
OFF-ST-10000046	SUB_CAT-110	Fellowes Super Stor/Drawer Files	 $161,55 	 $130,86 
FUR-SAF-10002314	SUB_CAT-20	SAFCO Swivel Stool, Black	 $165,51 	 $105,93 
TEC-PH-10004358	SUB_CAT-30	Cisco Audio Dock, VoIP	 $94,76 	 $81,04 
TEC-PH-10003601	SUB_CAT-30	Apple Office Telephone, with Caller ID	 $98,52 	 $79,42 
TEC-BRO-10001568	SUB_CAT-40	Brother Wireless Fax, Digital	 $378,45 	 $344,40 
OFF-AP-10000621	SUB_CAT-80	KitchenAid Microwave, Silver	 $207,38 	 $107,84 
OFF-ST-10003995	SUB_CAT-110	Eldon File CArte, Single Width	 $127,92 	 $104,91 
TEC-PH-10002483	SUB_CAT-30	Motorola Office Telephone, with Caller ID	 $145,22 	 $110,17 
FUR-FU-10001477	SUB_CAT-120	Deflect-O Frame, Erganomic	 $66,93 	 $54,94 
TEC-CO-10000270	SUB_CAT-40	Hewlett Fax Machine, High-Speed	 $318,12 	 $286,32 
TEC-CO-10001567	SUB_CAT-40	Brother Copy Machine, Laser	 $261,93 	 $259,32 
FUR-BO-10000780	SUB_CAT-100	O'Sullivan Plantations 2-Door Library in Landvery Oak	 $200,98 	 $168,82 
TEC-KON-10002194	SUB_CAT-90	Konica Printer, White	 $266,25 	 $186,39 
TEC-CO-10004929	SUB_CAT-40	Canon Personal Copier, Color	 $144,18 	 $125,46 
TEC-SAN-10004424	SUB_CAT-10	SanDisk Router, Bluetooth	 $256,35 	 $156,39 
TEC-PAN-10003688	SUB_CAT-90	Panasonic Printer, Wireless	 $266,49 	 $199,89 
TEC-ENE-10004509	SUB_CAT-10	Enermax Router, Programmable	 $259,83 	 $153,30 
OFF-AP-10001274	SUB_CAT-80	Hoover Microwave, Black	 $308,07 	 $175,62 
FUR-TA-10002622	SUB_CAT-50	Bush Andora Conference Table, Maple/Graphite Gray Finish	 $170,98 	 $131,65 
FUR-CH-10004054	SUB_CAT-20	Hon Rocking Chair, Set of Two	 $88,58 	 $72,64 
TEC-CO-10001166	SUB_CAT-40	HP Personal Copier, Digital	 $123,93 	 $110,31 
TEC-AC-10004975	SUB_CAT-10	Plantronics Audio 995 Wireless Stereo Headset	 $73,92 	 $52,94 
TEC-BRO-10004178	SUB_CAT-40	Brother Wireless Fax, Laser	 $378,81 	 $238,68 
OFF-ST-10003203	SUB_CAT-110	Eldon Lockers, Wire Frame	 $196,98 	 $112,29 
FUR-SAF-10002495	SUB_CAT-100	Safco Library with Doors, Mobile	 $392,31 	 $372,72 
TEC-PH-10002647	SUB_CAT-30	Nokia Headset, VoIP	 $48,80 	 $37,58 
FUR-BO-10002679	SUB_CAT-100	Ikea Stackable Bookrack, Mobile	 $83,40 	 $56,72 
TEC-AC-10001455	SUB_CAT-10	Logitech Memory Card, Erganomic	 $101,19 	 $95,13 
FUR-TA-10003522	SUB_CAT-50	Chromcraft Conference Table, with Bottom Almacenamiento	 $581,78 	 $471,26 
FUR-CH-10002966	SUB_CAT-20	Harbour Creations Swivel Stool, Red	 $180,12 	 $174,72 
FUR-CH-10003956	SUB_CAT-20	Novimex High-Tech Fabric Mesh Task Chair	 $70,98 	 $66,01 
FUR-BO-10003323	SUB_CAT-100	Safco 3-Shelf Cabinet, Mobile	 $114,24 	 $67,42 
TEC-AC-10003615	SUB_CAT-10	SanDisk Router, Programmable	 $171,90 	 $118,62 
OFF-ROG-10002132	SUB_CAT-110	Rogers Lockers, Industrial	 $212,10 	 $131,52 
FUR-CH-10003355	SUB_CAT-20	Harbour Creations Chairmat, Adjustable	 $74,49 	 $46,20 
TEC-AC-10001705	SUB_CAT-10	Logitech Keyboard, Bluetooth	 $48,30 	 $36,24 
TEC-PH-10002183	SUB_CAT-30	Apple Audio Dock, with Caller ID	 $111,26 	 $83,46 
TEC-CO-10000452	SUB_CAT-40	HP Copy Machine, Laser	 $243,33 	 $240,90 
FUR-IKE-10000649	SUB_CAT-100	Ikea Library with Doors, Pine	 $364,74 	 $244,38 
FUR-BUS-10004854	SUB_CAT-100	Bush Floating Shelf Set, Pine	 $172,62 	 $119,13 
TEC-AC-10002850	SUB_CAT-10	Enermax Memory Card, Bluetooth	 $114,39 	 $97,26 
TEC-CO-10003807	SUB_CAT-40	HP Personal Copier, Laser	 $124,29 	 $82,05 
FUR-DAN-10001993	SUB_CAT-100	Dania 3-Shelf Cabinet, Mobile	 $143,97 	 $133,92 
TEC-AC-10002738	SUB_CAT-10	Belkin Memory Card, Programmable	 $116,31 	 $81,42 
FUR-DAN-10003065	SUB_CAT-100	Dania Library with Doors, Traditional	 $362,40 	 $322,56 
TEC-HP -10000081	SUB_CAT-40	HP Ink, Color	 $130,14 	 $96,33 
TEC-SAM-10001017	SUB_CAT-30	Samsung Speaker Phone, Cordless	 $126,09 	 $104,67 
TEC-PH-10003723	SUB_CAT-30	Samsung Audio Dock, with Caller ID	 $166,83 	 $155,16 
TEC-AC-10003814	SUB_CAT-10	Belkin Router, Programmable	 $260,25 	 $145,74 
OFF-ST-10003102	SUB_CAT-110	Rogers Lockers, Single Width	 $211,65 	 $118,53 
OFF-AP-10004140	SUB_CAT-80	Breville Stove, Silver	 $562,29 	 $421,74 
FUR-TA-10002571	SUB_CAT-50	Chromcraft Coffee Table, Adjustable Height	 $269,28 	 $185,82 
FUR-CH-10001190	SUB_CAT-20	Global Deluxe High-Back Office Chair in Storm	 $135,99 	 $123,75 
OFF-ST-10000648	SUB_CAT-110	Eldon File CArte, Industrial	 $127,89 	 $112,56 
FUR-BO-10002352	SUB_CAT-100	Ikea 3-Shelf Cabinet, Mobile	 $96,64 	 $69,60 
TEC-PH-10003960	SUB_CAT-30	Apple Speaker Phone, with Caller ID	 $123,30 	 $92,49 
OFF-AP-10000226	SUB_CAT-80	Hoover Coffee Grinder, Black	 $68,22 	 $34,11 
FUR-FU-10002919	SUB_CAT-120	Rubbermaid Frame, Erganomic	 $108,51 	 $68,37 
OFF-AP-10001664	SUB_CAT-80	CuisinArte Stove, Black	 $537,72 	 $392,55 
FUR-NOV-10004602	SUB_CAT-20	Novimex Executive Leather Armchair, Red	 $460,20 	 $299,13 
FUR-CH-10003883	SUB_CAT-20	Office Star Swivel Stool, Set of Two	 $117,46 	 $103,38 
TEC-MA-10001622	SUB_CAT-90	Okidata Card Printer, Red	 $115,32 	 $103,80 
TEC-PH-10000458	SUB_CAT-30	Nokia Office Telephone, Full Size	 $66,42 	 $49,83 
OFF-AP-10002764	SUB_CAT-80	Hoover Microwave, Black	 $205,38 	 $139,66 
OFF-BI-10002894	SUB_CAT-60	Avery Binding Machine, Durable	 $50,34 	 $47,34 
FUR-CHR-10002278	SUB_CAT-50	Chromcraft Round Table, Adjustable Height	 $469,29 	 $337,89 
TEC-BRO-10000463	SUB_CAT-40	Brother Copy Machine, Color	 $263,73 	 $150,33 
FUR-CH-10000294	SUB_CAT-20	Office Star Swivel Stool, Red	 $173,94 	 $135,69 
TEC-PH-10004772	SUB_CAT-30	Motorola Signal Booster, VoIP	 $143,22 	 $136,08 
TEC-HEW-10004690	SUB_CAT-40	Hewlett Fax and Copier, High-Speed	 $191,07 	 $145,23 
TEC-PH-10003556	SUB_CAT-30	Samsung Speaker Phone, VoIP	 $123,33 	 $80,19 
FUR-TA-10004972	SUB_CAT-50	Chromcraft Wood Table, Rectangular	 $320,06 	 $198,44 
FUR-IKE-10003015	SUB_CAT-100	Ikea Library with Doors, Mobile	 $365,91 	 $347,64 
TEC-STA-10004181	SUB_CAT-90	StArteech Inkjet, Durable	 $300,18 	 $267,18 
FUR-FU-10002890	SUB_CAT-120	Rubbermaid Frame, Durable	 $106,92 	 $93,03 
TEC-MA-10003183	SUB_CAT-90	DYMO CardScan Personal V9 Business Card Scanner	 $159,99 	 $80,00 
FUR-FU-10000729	SUB_CAT-120	Eldon Clock, Durable	 $53,55 	 $35,88 
OFF-PA-10000418	SUB_CAT-140	Xerox 189	 $104,85 	 $54,52 
FUR-BO-10000425	SUB_CAT-100	Bush Floating Shelf Set, Traditional	 $171,27 	 $125,04 
TEC-CO-10002427	SUB_CAT-40	Canon Copy Machine, Laser	 $174,76 	 $108,36 
TEC-PH-10003488	SUB_CAT-30	Nokia Signal Booster, VoIP	 $136,59 	 $113,37 
OFF-ST-10002085	SUB_CAT-110	Tenex File CArte, Industrial	 $134,13 	 $69,75 
FUR-BO-10004055	SUB_CAT-100	Safco Corner Shelving, Metal	 $148,92 	 $111,69 
TEC-CO-10004263	SUB_CAT-40	Hewlett Personal Copier, Laser	 $144,27 	 $138,51 
FUR-BO-10001326	SUB_CAT-100	Bush 3-Shelf Cabinet, Pine	 $144,72 	 $120,12 
TEC-PH-10001819	SUB_CAT-30	Innergie mMini Combo Duo USB Travel Charging Kit	 $44,99 	 $23,39 
FUR-TA-10002774	SUB_CAT-50	Laminate Occasional Mesas	 $154,13 	 $127,93 
TEC-MA-10002711	SUB_CAT-90	Epson Card Printer, Durable	 $170,07 	 $142,86 
FUR-TA-10000789	SUB_CAT-50	Lesro Training Table, with Bottom Almacenamiento	 $179,20 	 $134,40 
TEC-AC-10003911	SUB_CAT-10	NETGEAR AC1750 Dual Band Gigabit SmArte WiFi Router	 $159,99 	 $105,59 
TEC-HEW-10000365	SUB_CAT-40	Hewlett Copy Machine, Laser	 $263,31 	 $258,06 
OFF-ST-10002790	SUB_CAT-110	Safco Industrial Shelving	 $73,85 	 $71,63 
TEC-APP-10004912	SUB_CAT-30	Apple Speaker Phone, with Caller ID	 $123,30 	 $92,49 
TEC-BEL-10002324	SUB_CAT-10	Belkin Keyboard, Bluetooth	 $83,88 	 $62,91 
TEC-PH-10003691	SUB_CAT-30	BlackBerry Q10	 $125,99 	 $94,49 
FUR-TA-10004531	SUB_CAT-50	Chromcraft Coffee Table, Rectangular	 $176,44 	 $88,22 
FUR-TA-10003157	SUB_CAT-50	Hon Coffee Table, with Bottom Almacenamiento	 $315,90 	 $306,45 
FUR-CH-10003362	SUB_CAT-20	Office Star Swivel Stool, Adjustable	 $176,43 	 $158,79 
TEC-AC-10003921	SUB_CAT-10	Enermax Numeric Keypad, USB	 $55,14 	 $48,54 
FUR-BO-10002781	SUB_CAT-100	Sauder Floating Shelf Set, Traditional	 $194,58 	 $122,61 
OFF-AP-10001285	SUB_CAT-80	CuisinArte Stove, Red	 $358,86 	 $265,56 
FUR-TA-10002699	SUB_CAT-50	Hon Round Table, Rectangular	 $513,48 	 $374,85 
OFF-SME-10004702	SUB_CAT-110	Smead File CArte, Industrial	 $128,40 	 $92,46 
FUR-BO-10003034	SUB_CAT-100	Sauder Stackable Bookrack, Pine	 $112,58 	 $95,70 
FUR-TA-10002487	SUB_CAT-50	Bevis Training Table, with Bottom Almacenamiento	 $334,98 	 $180,90 
FUR-BO-10002740	SUB_CAT-100	Ikea Classic Bookcase, Metal	 $274,14 	 $183,68 
OFF-ST-10004976	SUB_CAT-110	Rogers Lockers, Blue	 $141,08 	 $136,86 
FUR-CH-10002275	SUB_CAT-20	Novimex Executive Leather Armchair, Adjustable	 $460,44 	 $396,00 
OFF-AP-10001559	SUB_CAT-80	KitchenAid Blender, Black	 $98,28 	 $64,89 
FUR-HAR-10000100	SUB_CAT-20	Harbour Creations Swivel Stool, Adjustable	 $182,61 	 $131,49 
OFF-AR-10002331	SUB_CAT-130	Binney & Smith Canvas, Blue	 $51,36 	 $49,83 
FUR-BO-10001337	SUB_CAT-100	O'Sullivan Living Dimensions 2-Shelf Estanterías	 $120,98 	 $108,88 
TEC-MA-10003698	SUB_CAT-90	Okidata Phone, White	 $85,26 	 $84,42 
TEC-CO-10001001	SUB_CAT-40	HP Fax Machine, Digital	 $199,72 	 $177,76 
FUR-BO-10003206	SUB_CAT-100	Sauder Floating Shelf Set, Pine	 $195,93 	 $176,34 
TEC-PH-10004631	SUB_CAT-30	Cisco Audio Dock, with Caller ID	 $121,38 	 $64,34 
TEC-AC-10004334	SUB_CAT-10	Belkin Memory Card, USB	 $110,18 	 $70,78 
FUR-BO-10001099	SUB_CAT-100	Bush Corner Shelving, Traditional	 $82,66 	 $62,84 
TEC-MA-10002435	SUB_CAT-90	Epson Receipt Printer, Wireless	 $117,03 	 $88,95 
TEC-SAN-10000235	SUB_CAT-10	SanDisk Router, USB	 $256,56 	 $148,83 
FUR-LES-10004098	SUB_CAT-50	Lesro Round Table, Rectangular	 $449,58 	 $251,79 
TEC-SAN-10003238	SUB_CAT-10	SanDisk Router, Erganomic	 $254,16 	 $152,52 
FUR-BO-10003887	SUB_CAT-100	Ikea Floating Shelf Set, Traditional	 $170,34 	 $163,53 
OFF-AP-10000639	SUB_CAT-80	Breville Microwave, Red	 $201,14 	 $162,94 
TEC-AC-10000422	SUB_CAT-10	Belkin Numeric Keypad, Bluetooth	 $57,96 	 $40,02 
OFF-BRE-10001343	SUB_CAT-80	Breville Blender, Silver	 $90,24 	 $74,91 
OFF-AR-10001068	SUB_CAT-130	BIC Sketch Pad, Easy-Erase	 $48,93 	 $24,48 
OFF-SME-10002740	SUB_CAT-110	Smead Lockers, Single Width	 $198,45 	 $109,17 
FUR-CHR-10003806	SUB_CAT-50	Chromcraft Conference Table, with Bottom Almacenamiento	 $872,67 	 $811,59 
TEC-STA-10004536	SUB_CAT-90	StArteech Inkjet, Wireless	 $301,77 	 $292,74 
TEC-PH-10004554	SUB_CAT-30	Samsung Audio Dock, VoIP	 $166,92 	 $103,50 
FUR-CH-10002224	SUB_CAT-20	Hon Rocking Chair, Set of Two	 $132,87 	 $127,56 
OFF-ST-10001818	SUB_CAT-110	Smead Trays, Blue	 $48,48 	 $42,18 
TEC-CO-10002657	SUB_CAT-40	Canon Copy Machine, High-Speed	 $173,56 	 $126,70 
FUR-TA-10000164	SUB_CAT-50	Lesro Training Table, Fully Assembled	 $270,27 	 $259,47 
FUR-CH-10001423	SUB_CAT-20	Harbour Creations Rocking Chair, Black	 $96,44 	 $69,44 
TEC-CO-10003228	SUB_CAT-40	Hewlett Copy Machine, Laser	 $263,31 	 $258,06 
TEC-CO-10000594	SUB_CAT-40	Hewlett Fax and Copier, Laser	 $192,87 	 $142,74 
OFF-ST-10001809	SUB_CAT-110	Fellowes Officeware Wire Shelving	 $89,83 	 $88,03 
FUR-BUS-10000332	SUB_CAT-100	Bush Library with Doors, Traditional	 $364,32 	 $346,11 
TEC-BRO-10000917	SUB_CAT-40	Brother Fax Machine, Digital	 $318,18 	 $216,39 
OFF-AR-10002454	SUB_CAT-130	Binney & Smith Canvas, Water Color	 $54,54 	 $28,38 
FUR-BO-10000265	SUB_CAT-100	Bush Floating Shelf Set, Pine	 $172,62 	 $119,13 
TEC-PH-10002824	SUB_CAT-30	Jabra SPEAK 410 Multidevice Speakerphone	 $205,99 	 $154,49 
FUR-IKE-10004853	SUB_CAT-100	Ikea Corner Shelving, Mobile	 $125,58 	 $109,26 
TEC-AC-10003198	SUB_CAT-10	Enermax Acrylux Wireless Keyboard	 $99,60 	 $62,75 
FUR-CH-10001802	SUB_CAT-20	Novimex Rocking Chair, Black	 $125,79 	 $106,34 
